"nid","key_number","display_name","sort_name","parent","biography","present_in_yok"
"20314","752","Nathaniel Burden","Burden, Nathaniel","Calvin Burden I, Evangeline Burden","<p>Joanna Burden's father in <em>Light in August</em>.  He is the only son of Calvin Burden I and Evangeline.  Like his father, he runs away from home as a teenager.  In the far west he meets Juana, and they have a son, Calvin Burden II, born out of wedlock in 1854.  With his father and son he moves to Jefferson in 1866, ""to help with the freed negroes"" (251).  After they are killed, he buries them in secret a half mile from his house, and it is in that hidden cemetery that he tells Joanna (daughter of his second marriage, to an unnamed woman from New England) about the divine ""curse"" that falls on everyone as a result of slavery (252).</p>","Yes"
"20313","393","Joanna Burden","Burden, Joanna","","<p>A major character in <em>Light in August</em>, Joanna Burden is a middle-aged spinster who has lived in the ""old colonial plantation house"" (36) outside Jefferson since she was born, yet ""she is still a stranger, a foreigner whose people moved in from the North during Reconstruction"" (46). Nurturing and helpful to local Negroes, and a contributor to and supporter of many Negro schools and colleges across the South, she is regarded by the townspeople as a ""Yankee, a lover of Negroes"" (46). She is forty-something when she begins her complex and ultimately fatal relationship with Joe Christmas.  Her death at his hands transforms her standing with the white townspeople.  She re-appears only once in the fictions, or rather her name does, when in <em>The Mansion</em> a character uses ""Miss Joanna Burden's mailbox one mile west of the courthouse"" as a geographical reference point (206).</p>","Yes"
"20312","751","Evangeline Burden","Burden, Evangeline","","<p>In <em>Light in August</em> Evangeline Burden is the first wife of Calvin Burden I, and the mother of their four children.  She is also the daughter of a St. Louis, Missouri, family of Huguenot descent, who came west ""from Carolina"" - the location so many of the leading white families in Yoknapatawpha migrate from (241).</p>","No"
"20311","750","Calvin Burden II","Burden, Calvin II","","<p>Colonel Sartoris' killing of two Northerners during Reconstruction is told four times in the fictions.  The first time, in <em>Flags in the Dust</em>, Will Falls refers to them as ""them two cyarpet-baggers"" (23).  They are given names in <em>Light in August</em>, where the same event is retold from Joanna Burden's perspective.  The younger of these men is her half-brother, Calvin Burden II; Joanna calls him ""a boy who had never even cast his first vote"" (249).  The last two times this story is told, from Bayard Sartoris' perspective in ""Skirmish at Sartoris"" and again in <em>The Unvanquished</em>, he is one of ""the two Burdens from Missouri"" (66), but not otherwise described.  He moves with his family to Jefferson after the War, and is working with his grandfather (Calvin I) for the rights of the newly emancipated slaves, presumably as an agent of the Federal government - which is admirable from Joanna's perspective but outrageous from Falls'.  Bayard's perspective is more ambiguous.  In a conversation with Drusilla about them that only appears in <em>The Unvanquished</em>, he calls them ""carpet baggers,"" but also ""men.  Human beings"" (223).  Drusilla, on the other hand, calls them ""northerners, foreigners who had no business here.  They were pirates"" (223).</p>","Yes"
"20310","749","Calvin Burden I","Calvin Burden I","","<p>Colonel Sartoris' killing of two Northerners during Reconstruction is told four times in the fictions.  The first time, in <em>Flags in the Dust</em>, Will Falls refers to them as ""them two cyarpet-baggers"" (23).  They are given names in <em>Light in August</em>, where the same event is retold from Joanna Burden's perspective.  The oldest of these men is her grandfather, Calvin Burden I; he lost one of his arms fighting against slavery as ""a member of a troop of partisan guerilla horse"" in 1861 (244).  The last two times this story is told, from Bayard Sartoris' perspective in ""Skirmish at Sartoris"" and again in <em>The Unvanquished</em>, he is one of ""the two Burdens from Missouri"" (66), but not otherwise described.  He and his family move to Jefferson after the War to work for the rights of the newly emancipated slaves, presumably as an agent of the Federal government - which is admirable from Joanna's perspective but offensive to Falls.  Bayard's perspective is more ambiguous.  In a conversation with Drusilla about them that only appears in <em>The Unvanquished</em>, he calls them ""carpet baggers,"" but also ""men.  Human beings"" (223).  Drusilla, on the other hand, calls them ""northerners, foreigners who had no business here.  They were pirates"" (223).  The second of these two men is Joanna's half-brother, also called Calvin.</p>","Yes"
"20309","327","Buck Hipps","Hipps, Buck","","<p>Faulkner recounts or mentions the auction of the wild horses in Frenchman's Bend in four different texts.  The auctioneer is a ""Texas man,"" as the narrator of ""Spotted Horses"" repeatedly calls him (167), a ""broad-hatted stranger"" in ""Centaur in Brass"" (150), ""that Texas feller"" in <em>The Town</em> (35), and Buck Hipps in <em>The Hamlet</em>.  His character is displayed in detail in that novel and ""Spotted Horses.""  In both texts he is armed with an ""ivory-handled pistol"" - though he also carries ""a box of gingersnaps"" right next to the gun (167, 300).  He is Flem Snopes' accomplice in fleecing the men of Frenchman's Bend, but unlike Flem he displays a conscience when he tries to return to Mrs. Armstid the five dollars her husband spent on a pony.  And like the hero of a western, he rides off at the end of the auction - though in his case the goal is to get away before the hapless men of the Bend try to capture the horses they've bought.</p>","Yes"
"20308","748","Buck Connors II","Buck Connors II","Buck Conner|Connors","<p>In <em>The Town</em>, Buck Connors II is the son of Marshal Buck Connors and friends with Chick Mallison. Chick remembers him as one of the group of boys who dared each other during the hunting party that takes place at Harrykin Creek.  (The Marshal name is elsewhere spelled 'Conner,' but here both father and son are 'Connors.')</p>","Yes"
"20307","326","Buck Conner|Connors","Conner|Connors, Buck","","<p>A Jefferson town marshal who appears in several of the fictions, though as ""Buck"" in <em>Flags in the Dust</em>, as ""Buck Conner"" in ""Centaur in Brass"" and <em>Light in August</em>, and as ""Buck Conners"" in <em>The Town</em>.  In the first novel he follows Miss Jenny's orders to get care of Young Bayard, giving up his own bed in the jail building to allow Sartoris to sleep off the effects of his fall and his drinking. Flem Snopes pays him a compliment of sorts in ""Centaur"": ""Buck Conner'll know that even a fool has got more sense than to steal something and hide it in his corn-crib"" (159).  In <em>Light in August</em> he assists Sheriff Kennedy at the scene of Joanna's murder.  <em>The Town</em> also mentions his son ""Buck Conners II,"" another town marshal.</p>","Yes"
"20306","325","Bridger","Bridger","","<p>Briefly mentioned by name in ""Vendee"" and again in <em>The Unvanquished</em>, Bridger is one the men in Grumby's gang; he assists Matt Bowden in surrendering Grumby to Bayard and Ringo.</p>","Yes"
"20305","324","Booker T. Washington","Washington, Booker T.","","<p>At the end of <em>Intruder in the Dust</em> Gavin mentions ""Booker T. Washington"" twice while talking to Lucas, contrasting the way Lucas did ""what nobody expected you to"" with how Washington ""did only what everybody expected of him"" (237).  Gavin's meaning is extremely difficult to pin down.  The historical Booker T. Washington was born into slavery but by the end of the 19th century was perhaps the best-known black leader in America.  As the principal of Tuskegee Institute, a prominent orator and an adviser to several U.S. presidents, his ideas about how to improve the position of blacks in American society were both controversial and influential.  When in <em>The Mansion</em> the principal of Jefferson's ""Negro grammar and high school"" (246) mentions Washington to Gavin as part of his effort to persuade Linda Snopes to give up her idea of reforming black education in town, he identifies his position with what ""Mr Washington said"" (248).  There too Faulkner's meaning is not self-evident, and it seems noteworthy that Gavin doesn't at first understand the allusion to ""Mr Washington.""</p>","No"
"20304","322","Birdsong","Birdsong","","<p>In ""Pantaloon in Black"" and again in <em>Go Down, Moses</em>, Birdsong is the white night-watchman at the mill whom Rider kills.  For fifteen years he has run a crap game using ""crooked dice"" which allow him to cheat the black mill workers out of some of their weekly pay.  He is part of a large family clan; as the deputy sheriff says, ""It’s more of them Birdsongs than just two or three. . . . There’s forty-two active votes in that connection"" (252, 148).  Birdsong is repeatedly referred to in the narrative as ""the white man"" who carries a ""heavy pistol in his hip pocket"" (250-51, 145).  His killing is briefly referred to by Temple Drake in <em>Requiem for a Nun</em>, where he is the ""white man"" whom the Negro widower kills ""in a dice game"" (156).</p>","Yes"
