"SourceTextTitle","SourceTextCode","LocationKey","LocationTitle","Type","Authority","OtherTexts","Cemetery X","Cemetery Y","Description","activityPercent","activityURL","excerpt","hgt","lab_old","mark","pageOccurences","wid","Display Label","Status","Other Structure","Role","SortName","True X","True Y","Region","AuthOtherTexts"
"The Sound and the Fury","SF","451","Ab Russell's Farm","Farm","Context (text, as interpreted)","","1 503","600","<p>Jason follows the Ford with Miss Quentin in it out of Jefferson to Ab Russell's farm, which he says is ""about five miles"" from Jefferson (242).  He sees Ab in his lot before spotting the empty Ford behind the barn.  Ab's field is one of the few in Yoknapatawpha that have already been plowed; crossing it gives Jason a headache and confirms his belief in his status as a victim.</p>","","","","","","","","","Ab Russell's Farm","Continuous","Farm; Field","Site of Event","","","","",""
"The Sound and the Fury","SF","449","The Forks","Event","Faulkner map","The Reivers","1 305","664","<p>At the place he calls ""the forks,"" where the road out of Jefferson divides in two, Jason has to stop and ask a man which road was taken by the Ford carrying his niece and the man in the red tie (238).</p>","","","","","","","","","The Forks","Continuous","Country Road","Site of Event","","","","",""
"The Sound and the Fury","SF","069","Jefferson Alleys","Event","Context (text, as interpreted)","""Dry September"", ""Knight's Gambit"", ""Shall Not Perish"", The Mansion","1 291","891","<p>The alley behind the hardware store where Jason, Earl, and Uncle Job work is the site of several events throughout April 6, 1928.</p>","","","","","","","","","Alley behind Hardware Store","Continuous","Alley|Backstreet","Site of Event","","","","",""
"The Sound and the Fury","SF","001","Sartoris Bank|Merchants' and Farmers' Bank","Office/store","Faulkner map","""By the People"", ""Dry September"", ""Mule in the Yard"", ""That Evening Sun"", ""There Was a Queen"", Flags in the Dust, Requiem for a Nun, The Hamlet, The Mansion, The Reivers , The Town","1 249","835","<p>The Merchants' and Farmers' Bank, the official name of the bank that was founded by Colonel Sartoris' son Bayard Sartoris, appears in many of the Yoknapatawpha fictions.  In this early novel it is described as a defunct institution that has been torn down. Its papers and ""junk"" have been stored in the old opera house in Jefferson.  (In the later novels in the Snopes trilogy, however, it is still very much in business decades after the events of this novel.)</p>","","","","","","","","","Merchants' and Farmers' Bank","Destroyed","Bank","Only Mentioned in Text","","","","",""
"The Sound and the Fury","SF","445","Jefferson Opera House","Office/store","Context (text, as interpreted)","The Mansion, The Reivers , The Town","1 363","765","<p>""Opera House"" was the way playhouses were often referred to in towns where the religious community frowned on play-acting.  ""Opera"" sounded culturally more respectable than plays, though actual operas were seldom staged in them.  By the late 1920s the advent of movies had closed or taken over a lot of small town playhouses.  In <em>The Reivers</em>, set in 1905, ""balls or minstrel or drama shows"" regularly take place there.  In this novel, Jefferson's ""old opera house"" is apparently no longer in use at all; it is where ""a lot of papers and junk out of the old Merchants' and Farmer's Bank"" is stored (216).</p>","","","","","","","","","Old Opera House","Continuous","Opera House","Site of Event","","","","",""
"The Sound and the Fury","SF","276","Jefferson Newspaper Office|Printing Shop","Office/store","Context (text, as interpreted)","","1 349","790","<p>In <em>The Sound and the Fury</em> Jason visits ""the printing shop"" in Jefferson looking for blank checks that he can substitute for the actual checks Caddy sends Mrs. Compson (216).  (Characters in ""Death Drag"" get their printing done at the newspaper office.)</p>","","","","","","","","","Printing Shop","Continuous","Newspaper Office|Printing Shop","Site of Event","","","","",""
"The Sound and the Fury","SF","484","Jefferson Restaurant","Office/store","Context (text, as interpreted)","""Knight's Gambit"", ""Uncle Willy"", Flags in the Dust, Intruder in the Dust, The Mansion, The Town","1 333","850","<p>The place Earl refers to when he suggests that Jason ""get a lunch at Rogers'"" is a restaurant on the Square near the hardware store (216).  It - and Rogers himself - are described in detail in Faulkner's previous novel, <em>Flags in the Dust</em>.  In five later texts the restaurant on the Square is referred to under four different names; we assume that in Faulkner's imagination they are all the same 'Jefferson restaurant,' though it is of course possible that there is more than one restaurant on the Square.</p>","","","","","","","","","Rogers' Restaurant","Continuous","Restaurant","Only Mentioned in Text","","","","",""
"The Sound and the Fury","SF","040","Jefferson Livery Stable","Other Structure","Context (text, as interpreted)","""That Will Be Fine"", Absalom, Absalom!, Flags in the Dust, Sanctuary, The Hamlet, The Mansion, The Reivers , The Town","1 205","822","<p>Jason goes to the livery stable to retrieve the hack to drive Caddy's daughter Quentin by for her to see.</p>","","","","","","","","","Jefferson: Livery Stable","Continuous","Livery Stable","Site of Event","","","","",""
"The Sound and the Fury","SF","060","Memphis, Tennessee","OutOfYoknapatawpha","Text (when unambiguous)","""An Error in Chemistry"", ""Appendix: Compson"", ""Dry September"", ""Elly"", ""Gold Is Not Always"", ""Hair"", ""Hand Upon the Waters"", ""Knight's Gambit"", ""Lion"", ""Miss Zilphia Gant"", ""Monk"", ""Mule in the Yard"", ""My Grandmother Millard and General Bedford Forrest and the Battle of Harrykin Creek"", ""Raid"", ""Retreat"", ""Shall Not Perish"", ""Smoke"", ""That Evening Sun"", ""That Will Be Fine"", ""The Tall Men"", ""The Unvanquished"", ""There Was a Queen"", ""Two Soldiers"", ""Uncle Willy"", ""Vendee"", Absalom, Absalom!, Flags in the Dust, Go Down, Moses, Intruder in the Dust, Light in August, Requiem for a Nun, Sanctuary, The Hamlet, The Mansion, The Reivers , The Town, The Unvanquished","2 324","271","<p>Memphis is the closest city to Yoknapatawpha; as Jason notes near the end of his section, ""I was within sixty-seven miles of there once this afternoon"" (245).  Faulkner's Yoknapatawpha texts often link Memphis, the big city, with decadence.  It is the home of Jason Compson's mistress Lorraine, who is presumably a prostitute.   Specific Memphis locations mentioned in the novel are Beale Street, famous for its night clubs and brothels, and Gayoso Street, the site of the elegant Gayoso Hotel.</p>","","","","","","","","","Memphis","Continuous","City; Brothel","Site of Event","","","","",""
"The Sound and the Fury","SF","109","New York City, New York","OutOfYoknapatawpha","Text (when unambiguous)","""Ad Astra"", ""Appendix: Compson"", ""Lizards in Jamshyd’s Courtyard"", Flags in the Dust, Requiem for a Nun, Sanctuary, The Hamlet, The Mansion, The Town","2 544","858","<p>Jason Compson refers in anti-Semitic terms to New York City and what he views as the exploitative practices of the business leaders and stockbrokers there.</p>","","","","","","","","","New York","Continuous","City","Only Mentioned in Text","","","","",""
"The Sound and the Fury","SF","209","Jefferson Hardware Store","Office/store","Context (text, as interpreted)","""Fool About a Horse"", Flags in the Dust, The Hamlet, The Mansion, The Reivers , The Town","1 291","850","<p>The hardware store on the Square where Jason Compson works.  Most of its customers are farmers from the county, whom Jason calls ""rednecks"" (211), and stocks merchandise like ""cultivators"" (189) and ""hame strings"" (195).  It's owned by a man named Earl.  In the earlier novel <em>Flags in the Dust</em> the hardware store is owned by someone named Watts, and in later fictions it's owned by Ike McCaslin.  Faulkner tries to straighten out these inconsistencies in <em>The Mansion</em> (see page 355), but the passage may leave readers more confused.</p>","","","","","","","","","Earl's Hardware Store","Continuous","Hardware Store","Site of Event","","","","",""
"The Sound and the Fury","SF","441","Jefferson School","Public building","Speculation","""Hair"", ""Miss Zilphia Gant"", ""Uncle Willy"", Intruder in the Dust, The Mansion, The Town","1 218","870","<p>Both the novel's Quentin's are associated (briefly) with the town's school system.  The male Quentin remembers how impatient he used to get in elementary school for the school day to end.  The female Quentin is driven to the high school by her uncle Jason, though she doesn't wait for the end of the school day to leave.  Jason refers to ""the school house"" (188), so we are putting elementary and high school together into one location.  The text gives no clue about where it is located in town, however.</p>","","","","","","","","","Jefferson School","Continuous","School","Site of Event","","","","",""
"The Sound and the Fury","SF","440","Beard's Lot","Other Structure","Speculation","","1 199","838","<p>""Beard's lot"" is the location where the ""show"" that visits Jefferson on Easter weekend sets up (15).  The closest the narrative gets to the show is when Jason Compson drives his niece to school and sees the show people ""putting up the tent"" on the morning of Good Friday (188), but Job and Luster and a large number of country people go to see it, and that afternoon the sound of the band playing in the tent (230 etc.) provides a kind of (largely unheard) sound track to the Jefferson events in Jason's section. The Beard family owns a boarding house and a grist mill in Faulkner's previous novel, <em>Flags in the Dust</em>.</p>","","","","","","","","","Beard's Lot","Continuous","Town Street","Only Mentioned in Text","","","","",""
"The Sound and the Fury","SF","439","Mississippi State Insane Asylum (Jackson)","OutOfYoknapatawpha","Text (when unambiguous)","""A Bear Hunt"", ""Appendix: Compson"", ""Uncle Willy"", As I Lay Dying, The Town","2 315","425","<p>The Mississippi State Insane Asylum was located in Jackson until 1935. Jason Compson several times comments that his brother Benjy should be sent there, and even wonders - facetiously, he thinks - if the whole family should be ""down there at Jackson chasing butterflies"" (230).  (In the ""Appendix"" Faulkner wrote about fifteen years after the novel, it turns out that Jason does have Benjy committed there, but a dozen years later, in <em>The Mansion</em>, Faulkner decided to have Benjy released to return home, though it is hardly a happy ending to his story.)</p>","","","","","","","","","Jackson Asylum","Continuous","Hospital","Only Mentioned in Text","","","","",""
